EDA,ECG,Label,Left Pupil Diameter (m),Right Pupil Diameter (m),Eye Opening Left,Eye Opening Right,PERCLOS Value,Blinking
5.7644,0.2038,2,0.002594,0.002635,0.0588,0.1018,0.4366,0
5.7774,0.1274,2,0.002594,0.002635,0.0588,0.0869,0.4366,0
5.7977,-0.0339,2,0.002594,0.002635,0.0588,0.0886,0.4367,0
5.814,-0.1863,2,0.002594,0.002635,0.0588,0.1202,0.4367,0
5.8308,-0.2612,2,0.002594,0.002635,0.0588,0.1202,0.4368,0
5.8502,-0.2755,2,0.002594,0.002635,0.0588,0.1270,0.4369,0
5.8697,-0.2502,2,0.002594,0.002635,0.0588,0.0804,0.4369,0
5.8882,-0.2162,2,0.002594,0.002635,0.0588,0.0792,0.4370,0
5.9074,-0.1789,2,0.002594,0.002635,0.0588,0.0881,0.4370,0
5.9259,-0.144,2,0.002594,0.002635,0.0588,0.0709,0.4371,0
5.9469,-0.1152,2,0.002594,0.002635,0.0588,0.0640,0.4371,0
5.9635,-0.0911,2,0.002594,0.002635,0.0588,0.0489,0.4372,0
5.9849,-0.0714,2,0.002594,0.002635,0.0788,0.0519,0.4372,0
6.0049,-0.0554,2,0.002594,0.002635,0.0788,0.0598,0.4373,0
6.026,-0.0458,2,0.002594,0.002635,0.0782,0.0491,0.4373,0
6.0471,-0.0397,2,0.002594,0.002635,0.0782,0.0783,0.4374,0
6.0707,-0.0335,2,0.002594,0.002635,0.0782,0.0810,0.4374,0
6.0901,-0.0288,2,0.002594,0.002635,0.0782,0.0664,0.4375,0
6.1102,-0.0233,2,0.002594,0.002635,0.1115,0.0916,0.4376,0
6.1325,-0.0203,2,0.002594,0.002635,0.1115,0.0714,0.4376,0
6.1542,-0.0153,2,0.002594,0.002635,0.1115,0.0714,0.4377,0
6.1733,-0.0072,2,0.002594,0.002635,0.1115,0.0532,0.4377,0
6.1928,-0.0019,2,0.002594,0.002635,0.1115,0.0622,0.4378,0
6.2135,-0.0016,2,0.002594,0.002635,0.1115,0.0576,0.4378,0
6.234,0.002,2,0.002594,0.002635,0.1115,0.0602,0.4379,0
6.2534,0.009,2,0.002594,0.002635,0.1115,0.0602,0.4379,0
6.2749,0.0259,2,0.002594,0.002635,0.1115,0.0602,0.4380,0
6.2958,0.0486,2,0.002594,0.002635,0.1115,0.0602,0.4380,0
6.3162,0.0864,2,0.002594,0.002635,0.1115,0.0679,0.4379,0
6.3405,0.1021,2,0.002594,0.002635,0.1115,0.0679,0.4379,0
6.3614,0.0418,2,0.002594,0.002635,0.1115,0.0679,0.4379,0
6.3814,-0.0099,2,0.002594,0.002635,0.1115,0.0679,0.4379,0
6.4033,-0.0542,2,0.002594,0.002635,0.1115,0.0679,0.4378,0
6.4259,-0.0694,2,0.002594,0.002635,0.1115,0.0679,0.4378,0
6.4447,-0.0598,2,0.002594,0.002635,0.1115,0.0679,0.4377,0
6.4638,-0.0467,2,0.002594,0.002635,0.1115,0.0679,0.4377,0
6.4869,-0.0426,2,0.002594,0.002635,0.1115,0.0679,0.4377,0
6.5039,0.0302,2,0.002594,0.002635,0.1115,0.0679,0.4376,0
6.5238,0.4963,2,0.002594,0.002635,0.1115,0.0679,0.4376,0
6.5414,0.1921,2,0.002594,0.002635,0.1115,0.0679,0.4375,0
6.5601,-0.2677,2,0.002594,0.002635,0.1115,0.0679,0.4375,0
6.5784,-0.3348,2,0.002594,0.002635,0.1115,0.0679,0.4375,0
6.5947,-0.0777,2,0.002594,0.002635,0.1115,0.0679,0.4374,0
6.6109,0.0138,2,0.002594,0.002635,0.1115,0.0679,0.4374,0
6.6323,0.0412,2,0.002594,0.002635,0.1115,0.0679,0.4373,0
6.6484,0.0575,2,0.002594,0.002635,0.1115,0.0679,0.4373,0
6.6689,0.072,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.6844,0.0883,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7017,0.1051,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7165,0.1236,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7308,0.1517,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7446,0.1836,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.757,0.2112,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7676,0.2203,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7799,0.1729,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7884,0.0432,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.7988,-0.1267,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8077,-0.2392,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.813,-0.2744,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.822,-0.2671,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8254,-0.234,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.838,-0.1995,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8383,-0.1624,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8489,-0.128,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8493,-0.102,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.859,-0.0797,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8615,-0.0609,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8674,-0.0489,2,0.002594,0.002635,0.1115,0.0679,0.4372,0
6.8737,-0.0451,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.8737,-0.0409,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.8844,-0.0365,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.8858,-0.0312,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.8869,-0.0238,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.8943,-0.0188,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.899,-0.0089,2,0.002594,0.002635,0.1115,0.0679,0.4371,0
6.8987,-0.0052,2,0.002594,0.002635,0.1115,0.0679,0.4370,0
6.8991,0.0003,2,0.002594,0.002635,0.1115,0.0679,0.4370,0
6.9068,0.0033,2,0.002594,0.002635,0.1115,0.0679,0.4369,0
6.9115,0.0027,2,0.002594,0.002635,0.1115,0.0679,0.4369,0
6.9109,0.0053,2,0.002594,0.002635,0.1115,0.0679,0.4368,0
6.9099,0.0103,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9113,0.0102,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9105,0.0142,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9226,0.0373,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9231,0.0541,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9248,0.0957,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9234,0.0908,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9231,0.0286,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9225,-0.018,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9229,-0.0577,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9225,-0.0689,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9237,-0.0613,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9227,-0.0488,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9231,-0.0443,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9237,0.0695,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9239,0.517,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9235,0.1073,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9246,-0.3092,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9234,-0.3111,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9227,-0.0537,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9233,0.0162,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9219,0.0426,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9231,0.059,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9231,0.0712,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9227,0.0862,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9227,0.1017,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9225,0.1223,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9229,0.1525,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9149,0.1839,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9113,0.2069,2,0.002594,0.002635,0.1115,0.0679,0.4366,0
6.9107,0.2143,2,0.002594,0.002635,0.1115,0.0679,0.4366,0
6.912,0.1644,2,0.002594,0.002635,0.1115,0.0679,0.4366,0
6.9103,0.0342,2,0.002594,0.002635,0.1115,0.0679,0.4366,0
6.9104,-0.131,2,0.002594,0.002635,0.1115,0.0679,0.4366,0
6.9099,-0.24,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.9098,-0.2773,2,0.002594,0.002635,0.1115,0.0679,0.4367,0
6.8992,-0.2679,2,0.002594,0.002635,0.1115,0.0679,0.4368,0
6.8991,-0.2327,2,0.002594,0.002635,0.1115,0.0679,0.4369,0
6.8995,-0.1976,2,0.002594,0.002635,0.1115,0.0742,0.4369,0
6.8987,-0.1625,2,0.002594,0.002635,0.1115,0.0742,0.4369,0
6.893,-0.1304,2,0.002594,0.002635,0.1115,0.0742,0.4369,0
6.8871,-0.1073,2,0.002594,0.002635,0.1115,0.0742,0.4370,0
6.8851,-0.0863,2,0.002594,0.002635,0.1115,0.0742,0.4370,0
6.8867,-0.068,2,0.002594,0.002635,0.1115,0.0742,0.4371,0
6.8768,-0.0574,2,0.002594,0.002635,0.1115,0.0941,0.4371,0
6.8739,-0.0467,2,0.002594,0.002635,0.1115,0.0941,0.4371,0
6.8741,-0.042,2,0.002594,0.002635,0.1115,0.0941,0.4371,0
6.8678,-0.0395,2,0.002594,0.002635,0.1115,0.0941,0.4371,0
6.8609,-0.0312,2,0.002594,0.002635,0.1115,0.0941,0.4371,0
6.8617,-0.0261,2,0.002594,0.002635,0.1115,0.0941,0.4371,0
6.8533,-0.021,2,0.002594,0.002635,0.1115,0.1130,0.4372,0
6.85,-0.0203,2,0.002594,0.002635,0.1115,0.1130,0.4372,0
6.8481,-0.0094,2,0.002594,0.002635,0.1115,0.1130,0.4373,0
6.8394,-0.0078,2,0.002594,0.002635,0.1115,0.1130,0.4373,0
6.837,-0.0013,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8344,0.0029,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8253,0.0067,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8244,0.0067,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8169,0.0037,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8125,0.0118,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8095,0.037,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7997,0.0558,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.8012,0.1007,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7905,0.0873,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7879,0.0224,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7825,-0.0227,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7761,-0.0583,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7722,-0.0628,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7638,-0.0549,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7608,-0.0351,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7509,-0.0409,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7511,0.109,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7383,0.5439,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7387,0.081,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7257,-0.2997,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7262,-0.2989,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7146,-0.0543,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7125,0.0111,2,0.002594,0.002635,0.1115,0.0696,0.4373,0
6.7015,0.0423,2,0.002594,0.002635,0.1115,0.0696,0.4372,0
6.694,0.0611,2,0.002594,0.002635,0.1115,0.0696,0.4372,0
6.6891,0.0724,2,0.002594,0.002635,0.1115,0.0696,0.4372,0
6.6774,0.0798,2,0.002594,0.002635,0.1115,0.0696,0.4371,0
6.6704,0.0988,2,0.002594,0.002635,0.1115,0.0696,0.4371,0
6.6664,0.1217,2,0.002594,0.002635,0.1115,0.0696,0.4370,0
6.6544,0.1469,2,0.002594,0.002635,0.1115,0.0696,0.4370,0
6.6498,0.1827,2,0.002594,0.002635,0.1115,0.0696,0.4369,0
6.6404,0.2083,2,0.002594,0.002635,0.1115,0.0696,0.4369,0
6.6354,0.2106,2,0.002594,0.002635,0.1115,0.0696,0.4368,0
6.6282,0.1596,2,0.002594,0.002635,0.1115,0.0696,0.4367,0
6.6202,0.0244,2,0.002594,0.002635,0.1115,0.0696,0.4368,0
6.6143,-0.145,2,0.002594,0.002635,0.1115,0.0696,0.4369,0
6.605,-0.2497,2,0.002594,0.002635,0.1115,0.0696,0.4369,0
6.603,-0.2799,2,0.002594,0.002635,0.1115,0.0696,0.4370,0
6.5932,-0.2649,2,0.002594,0.002635,0.1115,0.0683,0.4370,0
6.5908,-0.2315,2,0.002594,0.002635,0.1115,0.0683,0.4370,0
6.5786,-0.1945,2,0.002594,0.002635,0.1115,0.0683,0.4370,0
6.5776,-0.153,2,0.002594,0.002635,0.1115,0.0683,0.4370,0
6.5668,-0.1177,2,0.002594,0.002635,0.1115,0.0683,0.4370,0
6.5645,-0.0934,2,0.002594,0.002635,0.1115,0.0683,0.4371,0
6.5547,-0.074,2,0.002594,0.002635,0.1115,0.0683,0.4371,0
6.5496,-0.0631,2,0.002594,0.002635,0.1115,0.0683,0.4372,0
6.5424,-0.0468,2,0.002594,0.002635,0.1115,0.1018,0.4372,0
6.5364,-0.0381,2,0.002594,0.002635,0.1115,0.1018,0.4372,0
6.531,-0.0373,2,0.002594,0.002635,0.1115,0.1018,0.4372,0
6.5247,-0.0346,2,0.002594,0.002635,0.1115,0.1018,0.4373,0
6.5179,-0.025,2,0.002594,0.002635,0.1115,0.1018,0.4373,0
6.5092,-0.0171,2,0.002594,0.002635,0.1115,0.1018,0.4374,0
6.506,-0.0122,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.495,-0.0096,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4932,-0.0048,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4829,-0.0004,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4804,0.0052,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4699,0.0083,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4686,0.012,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4577,0.0337,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4564,0.0553,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4449,0.0915,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4455,0.0992,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4325,0.0398,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4325,-0.0106,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4221,-0.053,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4198,-0.0661,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4114,-0.0572,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.4067,-0.0456,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.3974,-0.0446,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.3938,0.0349,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.3834,0.5168,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.378,0.1967,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.37,-0.2625,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.3619,-0.3444,2,0.002594,0.002635,0.1115,0.0952,0.4374,0
6.3583,-0.0875,2,0.002594,0.002635,0.1115,0.0503,0.4375,0
6.3477,0.0113,2,0.002594,0.002635,0.0651,0.0781,0.4376,0
6.3465,0.0389,2,0.002594,0.002635,0.0304,0.0452,0.4376,0
6.3343,0.053,2,0.002594,0.002635,0.0209,0.0615,0.4377,0
6.3339,0.0663,2,0.002594,0.002635,0.0380,0.0622,0.4377,0
6.3263,0.0833,2,0.002594,0.002635,0.0467,0.0789,0.4378,0
6.3211,0.0994,2,0.002594,0.002635,0.0765,0.0397,0.4378,0
6.3173,0.1166,2,0.002594,0.002635,0.0765,0.1086,0.4378,0
6.309,0.1445,2,0.002594,0.002635,0.0761,0.0959,0.4378,0
6.3091,0.1754,2,0.002594,0.002635,0.0761,0.0942,0.4378,0
6.2962,0.2016,2,0.002594,0.002635,0.0962,0.0942,0.4378,0
6.297,0.2088,2,0.002594,0.002635,0.0962,0.0736,0.4378,0
6.2895,0.1663,2,0.002594,0.002635,0.0962,0.0772,0.4378,0
6.2853,0.0437,2,0.002594,0.002635,0.0548,0.0772,0.4378,0
6.2814,-0.121,2,0.002594,0.002635,0.0548,0.0772,0.4378,0
6.271,-0.2385,2,0.002594,0.002635,0.0548,0.0982,0.4378,0
6.2727,-0.2779,2,0.002594,0.002635,0.0548,0.0982,0.4378,0
6.2637,-0.2697,2,0.002594,0.002635,0.1129,0.0982,0.4378,0
6.2601,-0.2364,2,0.002594,0.002635,0.1129,0.0982,0.4378,0
6.2571,-0.201,2,0.002594,0.002635,0.1129,0.0573,0.4378,0
6.2483,-0.1655,2,0.002594,0.002635,0.1129,0.0573,0.4378,0
6.2469,-0.1336,2,0.002594,0.002635,0.1129,0.0573,0.4378,0
6.2389,-0.1084,2,0.002594,0.002635,0.1129,0.0573,0.4378,0
6.2364,-0.0836,2,0.002594,0.002635,0.1129,0.0573,0.4378,0
6.2342,-0.0678,2,0.002594,0.002635,0.1129,0.1021,0.4378,0
6.2229,-0.053,2,0.002594,0.002635,0.1129,0.1021,0.4379,0
6.223,-0.0462,2,0.002594,0.002635,0.1129,0.1021,0.4379,0
6.2168,-0.0399,2,0.002594,0.002635,0.0528,0.0910,0.4380,0
6.2113,-0.0323,2,0.002594,0.002635,0.0727,0.0357,0.4380,0
6.211,-0.0261,2,0.002594,0.002635,0.0331,0.0625,0.4381,0
6.2017,-0.0212,2,0.002594,0.002635,0.0647,0.0551,0.4382,0
6.2,-0.0173,2,0.002594,0.002635,0.0576,0.0786,0.4382,0
6.1988,-0.0138,2,0.002594,0.002635,0.0576,0.0786,0.4383,0
6.1869,-0.0092,2,0.002594,0.002635,0.0576,0.1187,0.4383,0
6.1871,-0.0018,2,0.002594,0.002635,0.0576,0.0790,0.4383,0
6.1844,0.0008,2,0.002594,0.002635,0.2104,0.0790,0.4384,0
6.176,0.0028,2,0.002594,0.002635,0.2104,0.0790,0.4384,0
6.1754,0.0056,2,0.002594,0.002635,0.2104,0.1242,0.4385,0
6.1727,0.0076,2,0.002594,0.002635,0.2104,0.1773,0.4385,0
6.1636,0.0062,2,0.002594,0.002635,0.2104,0.1837,0.4386,0
6.1628,0.0092,2,0.002594,0.002635,0.2104,0.2119,0.4386,0
6.161,0.0158,2,0.002594,0.002635,0.2104,0.2213,0.4387,0
6.1522,0.0412,2,0.002594,0.002635,0.2744,0.3690,0.4387,0
6.1512,0.0603,2,0.002594,0.002635,0.3588,0.3864,0.4387,0
6.1484,0.0972,2,0.002594,0.002468,0.2948,0.3968,0.4387,0
6.1411,0.072,2,0.002594,0.002297,0.3516,0.4185,0.4387,0
6.1396,0.0138,2,0.002594,0.002448,0.3050,0.4330,0.4387,0
6.1361,-0.0371,2,0.002594,0.002410,0.3860,0.4456,0.4387,0
6.127,-0.0695,2,0.002594,0.002452,0.2900,0.4596,0.4387,0
6.126,-0.0706,2,0.002594,0.002387,0.3445,0.4621,0.4387,0
6.125,-0.0602,2,0.002594,0.002469,0.3072,0.4496,0.4387,0
6.1157,-0.0417,2,0.002594,0.002417,0.3652,0.4363,0.4387,0
6.1146,-0.048,2,0.002594,0.002559,0.3386,0.4684,0.4387,0
6.1145,0.2292,2,0.002594,0.002342,0.3924,0.4701,0.4387,0
6.1037,0.5042,2,0.002594,0.002579,0.3212,0.4796,0.4387,0
6.1029,-0.0481,2,0.002594,0.002250,0.3786,0.4506,0.4387,0
6.1027,-0.3659,2,0.002594,0.002650,0.3362,0.4583,0.4387,0
6.0968,-0.2238,2,0.002594,0.002457,0.4095,0.4589,0.4387,0
6.0907,-0.0224,2,0.002594,0.002490,0.3891,0.4922,0.4387,0
6.09,0.025,2,0.002594,0.002560,0.3938,0.4696,0.4387,0
6.0846,0.0491,2,0.002594,0.002547,0.4058,0.4955,0.4387,0
6.0776,0.0631,2,0.002594,0.002483,0.4074,0.4769,0.4387,0
6.0781,0.0761,2,0.002410,0.002619,0.3770,0.4857,0.4387,0
6.0659,0.0905,2,0.002410,0.002368,0.4148,0.4735,0.4387,0
6.0654,0.1068,2,0.002396,0.002660,0.4029,0.4740,0.4387,0
6.0603,0.1303,2,0.002396,0.002384,0.4125,0.4872,0.4387,0
6.0537,0.1583,2,0.002396,0.002435,0.3641,0.4684,0.4387,0
6.0534,0.1854,2,0.002166,0.002339,0.4015,0.4691,0.4387,0
6.0457,0.2082,2,0.002166,0.002543,0.3966,0.4738,0.4387,0
6.0423,0.2042,2,0.002166,0.002408,0.3747,0.5048,0.4387,0
6.0404,0.1379,2,0.002195,0.002584,0.3950,0.4953,0.4387,0
6.0376,-0.0165,2,0.002195,0.002386,0.3959,0.5006,0.4387,0
6.0291,-0.1758,2,0.002195,0.002514,0.3829,0.5036,0.4387,0
6.0278,-0.2569,2,0.002118,0.002295,0.4098,0.4792,0.4387,0
6.0281,-0.2726,2,0.002118,0.002449,0.3788,0.5003,0.4387,0
6.0213,-0.2517,2,0.002118,0.002203,0.3957,0.4780,0.4387,0
6.0179,-0.2204,2,0.002118,0.002526,0.3670,0.4914,0.4387,0
6.016,-0.1834,2,0.002118,0.002298,0.4163,0.5067,0.4387,0
6.0167,-0.1474,2,0.002118,0.002344,0.3400,0.4889,0.4387,0
6.0171,-0.1208,2,0.002118,0.002592,0.3718,0.4585,0.4387,0
6.0048,-0.0937,2,0.002118,0.002363,0.2896,0.4711,0.4387,0
6.0041,-0.0785,2,0.002118,0.002603,0.3583,0.3865,0.4386,0
6.0034,-0.0646,2,0.002118,0.002603,0.2104,0.3063,0.4386,0
6.0035,-0.0519,2,0.002118,0.002603,0.2104,0.1988,0.4386,0
6.0011,-0.0446,2,0.002118,0.002716,0.2104,0.2025,0.4386,0
5.9931,-0.043,2,0.002118,0.002716,0.2104,0.2025,0.4386,0
5.9916,-0.0408,2,0.002118,0.002716,0.0802,0.1864,0.4386,0
5.9923,-0.034,2,0.002118,0.002716,0.0802,0.1864,0.4386,0
5.9917,-0.0253,2,0.002118,0.002716,0.0802,0.1864,0.4386,0
5.9806,-0.019,2,0.002118,0.002716,0.0802,0.1864,0.4386,0
5.9793,-0.0154,2,0.002118,0.002716,0.0802,0.0572,0.4386,0
5.9782,-0.0121,2,0.002118,0.002716,0.0802,0.0572,0.4385,0
5.9786,-0.005,2,0.002118,0.002716,0.0802,0.0572,0.4385,0
5.9711,0,2,0.002118,0.002716,0.0802,0.0572,0.4384,0
5.9668,0.0022,2,0.002118,0.002716,0.0802,0.0572,0.4384,0
5.9677,0.0027,2,0.002118,0.002716,0.0802,0.0572,0.4383,0
5.9671,0.0061,2,0.002118,0.002716,0.0802,0.0572,0.4383,0
5.9664,0.0046,2,0.002118,0.002716,0.0802,0.0572,0.4383,0
5.9574,0.0067,2,0.002118,0.002716,0.0802,0.0572,0.4383,0
5.9547,0.029,2,0.002118,0.002716,0.0802,0.0572,0.4382,0
5.9549,0.0537,2,0.002118,0.002716,0.0802,0.0572,0.4382,0
5.9547,0.0867,2,0.002118,0.002716,0.0802,0.0572,0.4381,0
5.9563,0.0968,2,0.002118,0.002716,0.0802,0.0572,0.4380,0
5.9431,0.0467,2,0.002118,0.002716,0.0802,0.0572,0.4380,0
5.9431,-0.0089,2,0.002118,0.002716,0.0802,0.0572,0.4379,0
5.9433,-0.0489,2,0.002118,0.002716,0.0802,0.0572,0.4379,0
5.9433,-0.0653,2,0.002118,0.002716,0.0802,0.0572,0.4378,0
5.9441,-0.0593,2,0.002118,0.002716,0.0802,0.0572,0.4378,0
5.9362,-0.0438,2,0.002118,0.002716,0.0802,0.0572,0.4378,0
5.9305,-0.0421,2,0.002118,0.002716,0.0802,0.0948,0.4378,0
5.9311,0.037,2,0.002118,0.002716,0.1008,0.0948,0.4378,0
5.9305,0.5282,2,0.002118,0.002716,0.0514,0.0831,0.4378,0
5.9303,0.2684,2,0.002118,0.002716,0.1102,0.0831,0.4378,0
5.9299,-0.2343,2,0.002118,0.002716,0.0511,0.1026,0.4378,0
5.9244,-0.3522,2,0.002118,0.002716,0.0511,0.0648,0.4378,0
5.9189,-0.1165,2,0.002118,0.002716,0.0862,0.2531,0.4378,0
5.9185,-0.006,2,0.002118,0.002716,0.1515,0.2008,0.4378,0
5.9164,0.0329,2,0.002118,0.002716,0.3030,0.3522,0.4377,0
5.9179,0.0527,2,0.002118,0.002654,0.3989,0.4666,0.4377,0
5.9192,0.067,2,0.002118,0.002943,0.4715,0.5245,0.4376,0
5.9179,0.072,2,0.002118,0.002015,0.5700,0.5488,0.4376,0
5.9202,0.0883,2,0.002390,0.002249,0.5757,0.6015,0.4375,0
5.9116,0.1074,2,0.002817,0.002639,0.6539,0.6365,0.4374,0
5.9067,0.1358,2,0.002757,0.002773,0.6379,0.6684,0.4374,0
5.9065,0.1674,2,0.002816,0.002678,0.6912,0.6876,0.4374,0
5.9053,0.1983,2,0.002806,0.002536,0.7149,0.7513,0.4374,0
5.9067,0.2055,2,0.002843,0.002942,0.7069,0.7606,0.4374,0
5.9067,0.1784,2,0.002825,0.002787,0.7503,0.7746,0.4374,0
5.906,0.0643,2,0.002707,0.002974,0.7419,0.7791,0.4374,0
5.9053,-0.1,2,0.002860,0.002870,0.7644,0.7860,0.4374,0
5.9065,-0.2141,2,0.002989,0.002887,0.7065,0.7867,0.4374,0
5.9062,-0.2703,2,0.002886,0.002729,0.7582,0.7945,0.4373,0
5.9061,-0.2628,2,0.002895,0.002758,0.7681,0.7979,0.4373,0
5.9057,-0.2378,2,0.003196,0.002791,0.7701,0.8120,0.4372,0
5.9062,-0.2046,2,0.002945,0.002974,0.7817,0.8114,0.4372,0
5.9147,-0.168,2,0.002804,0.002906,0.8068,0.8031,0.4371,0
5.9193,-0.135,2,0.003043,0.003176,0.7647,0.8084,0.4371,0
5.9172,-0.1028,2,0.003309,0.002652,0.7649,0.8172,0.4370,0
5.9185,-0.0796,2,0.002892,0.002953,0.8090,0.8098,0.4370,0
5.9172,-0.0633,2,0.002858,0.002800,0.8084,0.8222,0.4369,0
5.9185,-0.0537,2,0.003075,0.002841,0.7589,0.8244,0.4369,0
5.9217,-0.0414,2,0.002926,0.002663,0.7940,0.8267,0.4368,0
5.9294,-0.0343,2,0.003050,0.002793,0.7795,0.8158,0.4367,0
5.9309,-0.0262,2,0.002832,0.002711,0.7764,0.8102,0.4367,0
